date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2014-05-15,Wheat flour - Retail,KG,cereals and tubers,900.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2014-06-15,Wheat flour - Retail,KG,cereals and tubers,960.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2014-07-15,Wheat flour - Retail,KG,cereals and tubers,960.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2014-08-15,Wheat flour - Retail,KG,cereals and tubers,966.67,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2014-09-15,Wheat flour - Retail,KG,cereals and tubers,960.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2014-10-15,Wheat flour - Retail,KG,cereals and tubers,960.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2014-11-15,Wheat flour - Retail,KG,cereals and tubers,960.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2014-12-15,Wheat flour - Retail,KG,cereals and tubers,960.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2015-01-15,Wheat flour - Retail,KG,cereals and tubers,906.67,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2015-02-15,Wheat flour - Retail,KG,cereals and tubers,900.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2015-03-15,Wheat flour - Retail,KG,cereals and tubers,920.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2015-04-15,Wheat flour - Retail,KG,cereals and tubers,920.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2015-05-15,Wheat flour - Retail,KG,cereals and tubers,920.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2015-06-15,Wheat flour - Retail,KG,cereals and tubers,900.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2015-07-15,Wheat flour - Retail,KG,cereals and tubers,920.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2015-08-15,Wheat flour - Retail,KG,cereals and tubers,1040.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2015-09-15,Wheat flour - Retail,KG,cereals and tubers,900.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2015-10-15,Wheat flour - Retail,KG,cereals and tubers,860.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2015-11-15,Wheat flour - Retail,KG,cereals and tubers,860.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2015-12-15,Wheat flour - Retail,KG,cereals and tubers,860.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2016-01-15,Wheat flour - Retail,KG,cereals and tubers,846.67,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2016-02-15,Wheat flour - Retail,KG,cereals and tubers,800.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2016-03-15,Wheat flour - Retail,KG,cereals and tubers,780.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2016-04-15,Wheat flour - Retail,KG,cereals and tubers,760.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2016-05-15,Wheat flour - Retail,KG,cereals and tubers,780.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2016-06-15,Wheat flour - Retail,KG,cereals and tubers,900.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2016-07-15,Wheat flour - Retail,KG,cereals and tubers,940.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2016-08-15,Wheat flour - Retail,KG,cereals and tubers,966.67,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2016-09-15,Wheat flour - Retail,KG,cereals and tubers,960.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2016-10-15,Wheat flour - Retail,KG,cereals and tubers,940.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2016-11-15,Wheat flour - Retail,KG,cereals and tubers,900.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2016-12-15,Wheat flour - Retail,KG,cereals and tubers,920.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2017-01-15,Wheat flour - Retail,KG,cereals and tubers,1449.4301,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2017-02-15,Wheat flour - Retail,KG,cereals and tubers,1414.0601,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2017-03-15,Wheat flour - Retail,KG,cereals and tubers,1397.61,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2017-04-15,Wheat flour - Retail,KG,cereals and tubers,1397.61,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2017-05-15,Wheat flour - Retail,KG,cereals and tubers,1432.5699,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2017-06-15,Wheat flour - Retail,KG,cereals and tubers,1397.61,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2017-07-15,Wheat flour - Retail,KG,cereals and tubers,1429.15,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2017-08-15,Wheat flour - Retail,KG,cereals and tubers,1429.15,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2017-09-15,Wheat flour - Retail,KG,cereals and tubers,1429.15,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2017-10-15,Wheat flour - Retail,KG,cereals and tubers,1429.15,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2017-11-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2017-12-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2018-01-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2018-02-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2018-03-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2018-04-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2018-05-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2018-06-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2018-07-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2018-08-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2018-09-15,Wheat flour - Retail,KG,cereals and tubers,1397.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2018-10-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2018-11-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2018-12-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2019-01-15,Wheat flour - Retail,KG,cereals and tubers,1429.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2019-02-15,Wheat flour - Retail,KG,cereals and tubers,1466.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2019-03-15,Wheat flour - Retail,KG,cereals and tubers,1466.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2019-04-15,Wheat flour - Retail,KG,cereals and tubers,1466.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2019-05-15,Wheat flour - Retail,KG,cereals and tubers,1466.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2019-07-15,Wheat flour - Retail,KG,cereals and tubers,1466.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2019-08-15,Wheat flour - Retail,KG,cereals and tubers,1498.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2019-09-15,Wheat flour - Retail,KG,cereals and tubers,1498.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2019-10-15,Wheat flour - Retail,KG,cereals and tubers,1466.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2019-11-15,Wheat flour - Retail,KG,cereals and tubers,1466.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2019-12-15,Wheat flour - Retail,KG,cereals and tubers,1498.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2020-01-15,Wheat flour - Retail,KG,cereals and tubers,1498.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2020-02-15,Wheat flour - Retail,KG,cereals and tubers,1533.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,58,15,5,1,2568_58_15_5,
2010-01-15,Potatoes - Retail,KG,cereals and tubers,350.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,83,15,5,1,2568_83_15_5,
2010-02-15,Potatoes - Retail,KG,cereals and tubers,500.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,83,15,5,1,2568_83_15_5,
2010-03-15,Potatoes - Retail,KG,cereals and tubers,500.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,83,15,5,1,2568_83_15_5,
2010-04-15,Potatoes - Retail,KG,cereals and tubers,500.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,83,15,5,1,2568_83_15_5,
2010-05-15,Potatoes - Retail,KG,cereals and tubers,700.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,83,15,5,1,2568_83_15_5,
2010-06-15,Potatoes - Retail,KG,cereals and tubers,700.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,83,15,5,1,2568_83_15_5,
2010-07-15,Potatoes - Retail,KG,cereals and tubers,1300.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,83,15,5,1,2568_83_15_5,
2010-08-15,Potatoes - Retail,KG,cereals and tubers,800.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,83,15,5,1,2568_83_15_5,
2010-09-15,Potatoes - Retail,KG,cereals and tubers,400.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,83,15,5,1,2568_83_15_5,
2010-10-15,Potatoes - Retail,KG,cereals and tubers,300.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,83,15,5,1,2568_83_15_5,
2010-11-15,Potatoes - Retail,KG,cereals and tubers,400.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,83,15,5,1,2568_83_15_5,
2010-12-15,Potatoes - Retail,KG,cereals and tubers,400.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,83,15,5,1,2568_83_15_5,
2011-01-15,Potatoes - Retail,KG,cereals and tubers,400.0,MNT,Mongolia,Bayan-O'lgii,2076,Bayan-Ulgii,2568,83,15,5,1,2568_83_15_5,
